,company,headline,date,overall_rating,author_position,pros,cons
73,,Improving Culture,2020-02-19,4.0,Anonymous Employee,"Smart people, interesting types of deals",Was a bit disorganized. Longer hours
74,,Learning Development,2020-02-11,4.0,Associate,"Internal promotion, generalist program, talented team",Tough hours but trying to improve work life balance
75,,Wonderful company to work for,2020-02-10,4.0,Anonymous Employee,"friendly team, a lots of deal flow",long hours like any other IBD
76,,"High Learning Curve, Good Culture",2020-02-07,5.0,Analyst,"Good Culture, smart people, driven, and transparent","Long hours, Work on weekends"
77,,No room for growth,2020-01-22,3.0,Continuous Improvement Engineer,Overall the employee's are extremely nice.,If you are looking to grow in your role don't look here! The only growth is assistants taking on more team members without raises. Some AA have upwards to 18 people they cover
78,,Good,2019-11-26,4.0,Anonymous Employee,Food on friday which is very nice.,Lack of light  and windows. The interior on first floor is dated.
79,,"Top boutique bank with unique, challenging analyst program",2019-11-12,5.0,Analyst,"Generalist analyst program; only investment where analysts can work across M&A and restructuring; lots of analyst responsibility; strong senior talent pool; motivated, collegial analyst classmates; above-street pay; great culture and platform in terms of exit opportunities","Long hours; big differences in culture, deal flow and talent between different groups"
80,,Sweat shop,2019-11-12,1.0,Analyst,Reasonable exposure to good  deals and clients,"Bad work life balance
Politics
Sweat shop"
81,,Great Place,2019-10-23,5.0,Investment Banking Analyst,"Learn a lot, great opportunities afterwards",Work a lot of hours
82,,Moelis and company,2019-09-16,4.0,Banker,Good culture in Hong Kong,Late hours in Hong Kong
83,,Vice President,2019-09-16,4.0,Anonymous Employee,"Good pay for performers, given responsibilities and growth opps","Pay just okay otherwise, runs lean"
84,,"Great opportunity, but you are going to get slammed",2019-09-04,3.0,Summer Analyst,"Great exposure to leadership, good work flow, hard-working team",You will work 90+ hours a week every week no questions asked
85,,Pleasant Enough,2019-07-01,4.0,Executive Assistant,Great co-workers and bagels and pizza sometimes Chick fil a on Fridays every week :),social hierarchy between support staff and bankers
86,,London Office is Pure Poison,2019-06-16,2.0,N/A,"The organisation and brand are respected in the US market where there are some genuinely good bankers. 
Many people move on from Moelis to attractive jobs","In the London office, Moelis has earned every bit of its terrible reputation for poisonous politics and a churn and burn approach to people at every level. 
There are some good people but the average quality of the senior team in London is poor compared to other boutiques and to its own US offices.
Progression internally is limited by these issues"
87,,Great Experience,2018-11-27,5.0,Administrative Assistant,"The fast-paced environment makes you work harder and allows you to learn a lot.
You get what you put in - great people to grow with.
Great philanthropic and employee involvement efforts.","Just needs more, communal office space."
88,,not worth it,2018-11-27,2.0,Analyst,will have opportunities to exit to premier buyside funds and get a good technical experience because of the generalist analyst experience,don't expect to see any friends or family during your two years (this review is from ~2014)
89,,Excellent Place to,2018-11-09,5.0,Vice President,"Great learning environment
Tons of deal flow",Imprecise hiring at the junior level
90,,Great Learning Experience for my First Full-Time Position,2018-09-19,4.0,Conference Center Coordinator,"Great office
Nice Coworkers
Pizza Fridays
Low stress
Didn't take work home","Change took a long time
Allowed nasty/abrasive people to stay longer then they should"
91,,analyst,2018-07-10,4.0,Analyst,"good name recognition, good exit opps","long hours, never ending hours"
