,company,headline,date,overall_rating,author_position,pros,cons
353,,Great Workplace,2021-05-22,4.0,Data Reporting Analyst,Provides quality trainings as the management promotes continuous learning regardless of what level/position you are in. Managers are really supportive with your career progression and very considerate. Friendly workplace.,Employees are overworked but underpaid. No overtime pay but overtime is inevitable.
354,,Meritocracy,2021-05-20,5.0,Credit Risk Analyst,"Rewards based on meritocracy
Global Reach",Not in a negative sense but it's a pretty fast paced environment
355,,Great company,2021-05-18,1.0,Anonymous Employee,Great company with great benefits,Schedules are sometimes bad where you have to work late
356,,Bank Teller Review,2021-05-17,4.0,Bank Teller,Learned a lot about the commercial banking industry and worked on some sales skills.,The beginning can be overwhelming because of all the bank policies but stick with it and it becomes second nature.
357,,Nice,2021-05-17,3.0,Business Analyst,"Good work environment, nice location","Overtime, no work life balance"
358,,Citibank,2021-05-14,4.0,Branch Manager,"Work life balance
Support from upper management",Technology is dated and causes for bad client experience
359,,Citibank,2021-05-13,4.0,Personal Banker,Work from home equipment supplied,A large company that you can feel lost at times
360,,Promising,2021-05-13,4.0,Software Engineer,"Good place to work overall
Good paycheck","Poor work life balance
Politics present"
361,,Gets you in the door,2021-05-12,3.0,Financial Associate,Gets you invite door and highly recognized by other large financial institutions.,No work life balance at all
362,,Salary,2021-05-12,4.0,Manager,Work life balance & Good Compensation,Limited growth as limited branches
363,,Not very promising in Korea,2021-05-11,3.0,Assistant Vice President,"Good salary
Work and Live balance
Brand","Poor governance and management
High average age of employees
Weak leadership of management"
364,,Great place,2021-05-11,5.0,Loan Processor,Good community and great place to work,There are no cons to working at citi
365,,Private Banking,2021-05-11,3.0,Relationship Manager,"team culture, salary, flexibility, tasks","upper mgmt, inadequate team members"
366,,Opportunities galore,2021-05-10,5.0,Senior Vice President,Great senior management exposure opportunity,Limited location or office mobility
367,,Review on Job,2021-05-10,3.0,Project Manager,"- Good Culture Place
- competitive package 
- Intensive job role","- Overload of work
- competitive workplace"
368,,Just so-so,2021-05-09,1.0,Assistant Manager,Positive working atmosphere among peers,No work-life balance and compensation package is below market
369,,Goof,2021-05-09,5.0,Customers Service,Good good good good good,Slow process of movement and politics
370,,Wonderful organization,2021-05-07,5.0,Senior Vice President Business Development,Great place to work; very employee-friendly culture,Bureaucratic culture in terms of approval processes
371,,A place for beginners,2021-05-06,4.0,Fund Accounting Specialist,"Supportive colleagues, you will learn something here","Benefits, sometimes things don't really make sense"
372,,Customer support,2021-05-06,3.0,Manager,"Pay , PTO , Cafe","Hours, managers, co workers , rules"
373,,Working in Citi,2021-05-06,5.0,Anti-Money Laundering Analyst,Friendly colleague and good enviroment,Bonus is less compare to other company
374,,Review,2021-05-06,4.0,Internal Audit Manager,"- Good for new grads
- Learning",There is no comment for cons
375,,Citi,2021-05-06,4.0,Anonymous Employee,Open and transparent culture. Global brand and many overseas opportunities available. Fast pace and good place to build foundation.,Not aware of any at the moment
376,,Good Salary,2021-05-05,4.0,Senior BI Analyst,"Good Salary, Yearly Bonus, Life Insurance, Childcare, Diversity, Care about their employees","Old technology, Changes implement slowly or not at all."
377,,Fair employer,2021-05-04,4.0,Teller,Company mission is good and inspiring.,The hourly pay for entry-level is not satisfying.
378,,They need robots,2021-05-03,3.0,AML Specialist,Always give you good hike more than you imagine,Zero percent team bonding .. Specifically managers are always there to demotivate you
379,,CA with 10 years experience,2021-05-03,5.0,Assistant Vice President,Good company good opportunity and lots to learn. Good systems and good team,no work life balance. This can be made better.
380,,All depends on a team you work with,2021-05-03,4.0,Corporate Sales Representative,"Great salary comparing to other banks in Moscow
Good training opportunities","Demands and pressure from the chain of command doesn't equal benefits you get from the job
Consistent unpaid overtime"
381,,good,2021-05-01,5.0,Anonymous Employee,very good very good very good,its depends on manager to manager
382,,.,2021-04-30,5.0,EMEA Production Service Manager,Amazing culture and high maturity level of all the processes,Strategy plans for consumer business across the globe
383,,Micromanaging,2021-04-29,2.0,Citiphone Officer,"Structured training programs, and good colleagues.","Typical call center abusing their staff.
Inconsiderate with employees workload and health."
384,,Awesome,2021-04-28,5.0,Senior Manager,Nothing as such. All are good,Nothing as such everything is cool
385,,No worklife balance,2021-04-28,2.0,Anonymous Employee,Good pay well and benefits,"No work life balance, long hours"
386,,citi,2021-04-28,3.0,Financial Advisor,big company with good reputation,sometimes get off work late
387,,Good systems,2021-04-27,3.0,Product Controller,"Flexi work hours, good systems",Compensation and benefits not kept on par for few years now
388,,n.A.,2021-04-27,3.0,Manager,"Good Culture, nice people, good benefits","Work Life balance, many projects and deadlines"
389,,So far I always enjoy my work and my co-workers made my job easier,2021-04-27,5.0,Human Resources Analyst,"we still work at home
lots of new activities","Due to pandemic situation, there are some changes when it comes to the systwm"
390,,Nice place,2021-04-26,4.0,Credit Portfolio Officer,Better pay compared to the peers,Sometimes missing work life balance
391,,Low compensation,2021-04-25,1.0,Anonymous Employee,"Employee friendly policies, good number of leaves","Worst compensation, no growth opportunities"
392,,Review,2021-04-24,4.0,Reference Data Management Analyst,Career Mobility very inclusive lot of learnings,Not a super downside but work life balance can be better
393,,Good Company and Benefits,2021-04-23,5.0,TestNg (Automation Testing),Great Company to work and grow,No to mention anything great
394,,Good pay bad culture,2021-04-23,3.0,Vice President,Good pay and bonus and work life,lack of transparency and opportunities
395,,Not the best place to work,2021-04-22,1.0,Senior Executive Assistant,Co-Workers are pretty cool and amazing!,Not for the employees; no perks during the pandemic!
396,,Good pay and reputation,2021-04-22,3.0,Administration,Above average salary and benefits,"highly stressful, manual processes, lots of deadlines"
397,,Suitable for fresh graduate,2021-04-21,4.0,AML Analyst,Can learn a lot from this organization.,Sometimes had to work over time.
398,,A place that may have lost its way,2021-04-21,3.0,Senior Relationship Manager,"Global network, product coverage, (some) competent partners","Consolidation of hires from specific countries, arrogant approach to client management, slow and unwieldy operations"
399,,Good,2021-04-21,5.0,Software Development Engineer (SDE),Nice work culture and good work life,Long hours of working in a day
400,,Global company,2021-04-17,5.0,"Senior Vice President, Risk Management",Excellent digital capabilities and good consumer lending business. Great exposure,Long working hours and inflexible leadership
401,,Good workspace,2021-04-17,5.0,Manager,Helpful in gaining experience in banking field,"There are always pros and cons, but this review is more positive."
